@relation 'marketing-18204307-weka.filters.unsupervised.attribute.Remove-R5,10'

@attribute age numeric
@attribute job {education,tech,entrepreneur,retail,management,retired,self-employed,services,student,construction,unemployed,unknown}
@attribute status {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing_loan {no,yes}
@attribute personal_loan {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_contacts numeric
@attribute num_days numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}
@attribute class {yes,no}

@data
28,student,single,tertiary,0,no,no,email,sep,294,2,105,7,other,no
43,management,married,unknown,5172,yes,no,unknown,may,57,3,-1,0,unknown,yes
30,management,single,tertiary,35,no,no,email,jul,185,4,-1,0,unknown,yes
30,services,married,secondary,0,yes,no,unknown,may,20,1,-1,0,unknown,yes
26,tech,single,secondary,-32,yes,yes,email,jul,14,6,-1,0,unknown,yes
28,management,single,tertiary,5549,no,no,email,jul,383,6,-1,0,unknown,yes
45,construction,married,secondary,88,no,no,email,aug,150,2,-1,0,unknown,yes
27,management,single,tertiary,703,yes,no,unknown,jun,590,3,-1,0,unknown,no
28,management,single,tertiary,1466,yes,no,email,jul,40,1,-1,0,unknown,yes
49,unknown,married,secondary,0,no,no,email,aug,173,2,-1,0,unknown,yes
27,services,single,secondary,259,yes,no,unknown,may,78,10,-1,0,unknown,yes
27,construction,single,secondary,158,no,no,unknown,jul,650,2,-1,0,unknown,no
31,services,single,secondary,1987,yes,no,phone,nov,55,2,-1,0,unknown,yes
39,tech,married,primary,2303,yes,no,unknown,jun,775,3,-1,0,unknown,no
43,management,married,tertiary,1429,yes,no,email,nov,1014,1,198,2,other,no
26,construction,single,secondary,1275,yes,no,unknown,jun,18,9,-1,0,unknown,yes
25,construction,single,secondary,505,no,yes,email,nov,386,2,-1,0,unknown,no
32,tech,single,secondary,118,yes,no,email,jul,1275,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,145,yes,no,email,jul,799,2,-1,0,unknown,no
35,entrepreneur,married,secondary,2971,no,no,email,may,429,4,164,2,failure,no
56,retired,divorced,primary,694,no,no,email,jan,144,1,102,1,other,no
46,tech,married,secondary,668,yes,no,unknown,may,1263,2,-1,0,unknown,no
77,retired,married,tertiary,7802,no,no,phone,may,421,1,92,2,success,no
29,tech,single,secondary,482,no,yes,email,jul,1097,3,-1,0,unknown,no
53,entrepreneur,married,tertiary,624,no,yes,email,jul,180,4,-1,0,unknown,yes
34,self-employed,single,tertiary,44,no,no,email,sep,310,2,96,2,other,yes
48,construction,married,secondary,454,yes,no,email,jul,114,1,-1,0,unknown,yes
38,construction,married,tertiary,3234,no,no,email,nov,578,2,-1,0,unknown,no
40,construction,married,secondary,0,yes,yes,email,jul,105,2,172,1,failure,yes
32,services,single,secondary,133,no,no,email,apr,171,1,-1,0,unknown,no
38,services,married,secondary,1,no,yes,email,nov,152,2,-1,0,unknown,yes
40,services,divorced,secondary,1927,yes,no,unknown,may,62,1,-1,0,unknown,yes
33,self-employed,married,tertiary,263,no,no,email,may,119,2,-1,0,unknown,yes
45,management,divorced,tertiary,959,no,no,unknown,jun,74,1,-1,0,unknown,yes
58,retired,divorced,unknown,5920,yes,no,email,jul,255,1,-1,0,unknown,yes
63,entrepreneur,married,secondary,3904,no,no,phone,aug,250,2,187,2,success,no
32,management,single,tertiary,2536,yes,no,email,aug,958,6,-1,0,unknown,no
41,tech,married,secondary,338,yes,no,unknown,may,87,1,-1,0,unknown,yes
36,management,married,tertiary,9,no,no,email,aug,386,4,-1,0,unknown,no
45,tech,married,secondary,4646,yes,no,unknown,may,118,1,-1,0,unknown,yes
55,retail,married,primary,136,yes,no,unknown,jun,15,10,-1,0,unknown,yes
30,management,single,tertiary,201,yes,no,email,mar,325,2,-1,0,unknown,no
50,management,married,tertiary,1240,no,no,email,aug,474,2,-1,0,unknown,yes
52,tech,divorced,primary,-191,yes,no,unknown,may,755,1,-1,0,unknown,no
58,retired,married,primary,565,no,no,phone,jul,876,1,-1,0,unknown,no
45,education,married,secondary,5346,yes,yes,unknown,oct,187,1,-1,0,unknown,no
22,student,single,tertiary,691,no,no,email,aug,338,1,-1,0,unknown,no
33,tech,married,secondary,-346,yes,yes,unknown,may,29,3,-1,0,unknown,yes
38,retail,divorced,secondary,70,no,no,email,oct,255,3,148,1,success,no
35,education,married,secondary,725,yes,no,email,nov,219,7,133,1,failure,yes
48,tech,married,secondary,1143,yes,no,email,apr,264,1,317,1,failure,yes
29,management,single,tertiary,21,yes,no,email,may,107,4,371,3,failure,yes
32,management,single,tertiary,537,no,no,unknown,may,187,3,-1,0,unknown,yes
52,tech,married,unknown,826,yes,no,unknown,may,468,2,-1,0,unknown,yes
43,tech,married,secondary,10910,yes,no,email,may,66,2,-1,0,unknown,yes
27,services,divorced,secondary,10,yes,no,email,jul,527,1,-1,0,unknown,yes
46,management,divorced,secondary,-852,no,yes,email,aug,728,2,-1,0,unknown,yes
71,retired,married,primary,4657,no,no,email,feb,93,5,-1,0,unknown,no
41,self-employed,married,secondary,28,yes,no,email,may,49,1,-1,0,unknown,yes
27,services,single,secondary,-195,yes,no,email,may,391,1,-1,0,unknown,no
50,construction,divorced,secondary,-54,yes,yes,email,may,698,2,292,1,failure,no
38,entrepreneur,married,tertiary,1514,no,yes,email,nov,160,3,120,3,failure,yes
47,tech,married,secondary,1996,no,no,unknown,jun,761,2,-1,0,unknown,no
51,retail,divorced,tertiary,370,yes,no,email,aug,109,3,-1,0,unknown,yes
32,tech,married,secondary,101,yes,no,unknown,may,191,4,-1,0,unknown,yes
36,construction,married,tertiary,60,no,no,email,aug,209,2,-1,0,unknown,yes
62,management,married,tertiary,1859,no,no,phone,aug,245,3,-1,0,unknown,no
55,education,married,secondary,602,no,no,email,jun,324,3,90,2,success,no
28,construction,married,secondary,232,yes,yes,email,jan,72,1,261,1,failure,yes
30,management,married,tertiary,1221,yes,no,phone,jul,279,4,-1,0,unknown,no
42,construction,married,secondary,994,yes,no,email,aug,149,1,78,5,failure,no
33,tech,married,secondary,-77,yes,no,email,jul,151,3,-1,0,unknown,yes
32,tech,married,secondary,456,no,no,email,may,121,1,-1,0,unknown,yes
40,services,married,secondary,26394,no,no,email,aug,206,4,-1,0,unknown,yes
29,tech,single,secondary,908,yes,no,unknown,jun,1663,1,-1,0,unknown,no
38,construction,married,secondary,6728,no,no,email,nov,232,1,96,4,success,no
36,management,single,tertiary,613,no,no,email,aug,86,2,-1,0,unknown,yes
40,management,married,tertiary,-7,no,yes,phone,jul,697,1,-1,0,unknown,yes
37,unemployed,married,secondary,1978,no,no,email,sep,404,1,182,1,success,no
31,management,married,tertiary,325,yes,no,email,jul,1139,2,-1,0,unknown,no
46,education,divorced,secondary,2232,no,no,email,feb,121,1,-1,0,unknown,no
34,education,single,primary,0,yes,yes,email,may,172,4,-1,0,unknown,yes
61,retired,married,secondary,2917,no,no,email,oct,215,1,-1,0,unknown,no
28,self-employed,single,tertiary,4579,no,no,email,jan,409,2,-1,0,unknown,no
57,retired,divorced,secondary,39,yes,no,email,jul,354,3,-1,0,unknown,yes
34,construction,married,tertiary,197,no,no,email,aug,78,3,-1,0,unknown,no
38,construction,married,secondary,1931,no,no,email,jun,167,1,298,10,other,yes
49,tech,married,primary,371,yes,no,email,jul,18,44,-1,0,unknown,yes
42,tech,married,primary,-119,yes,no,email,jul,167,3,-1,0,unknown,yes
34,management,married,tertiary,3040,yes,no,email,may,469,1,-1,0,unknown,no
35,construction,single,tertiary,470,yes,no,email,jul,743,13,-1,0,unknown,no
42,management,divorced,unknown,7702,no,no,email,feb,138,2,-1,0,unknown,no
39,management,single,tertiary,416,no,no,email,oct,46,4,-1,0,unknown,yes
48,tech,married,secondary,0,yes,no,unknown,may,105,1,-1,0,unknown,yes
50,unknown,married,primary,341,yes,yes,email,apr,670,4,340,2,success,no
27,services,single,secondary,795,no,no,email,feb,101,3,-1,0,unknown,yes
87,retired,married,primary,230,no,no,email,oct,144,1,-1,0,unknown,no
48,management,married,tertiary,6613,no,no,unknown,jun,159,3,-1,0,unknown,yes
28,services,single,secondary,198,no,no,email,jul,128,2,-1,0,unknown,no
32,tech,married,secondary,-53,yes,no,email,apr,648,1,272,1,other,no
51,unemployed,married,tertiary,1634,yes,no,email,jul,168,4,-1,0,unknown,yes
40,management,married,tertiary,60,no,no,unknown,jun,172,6,-1,0,unknown,yes
34,entrepreneur,married,tertiary,4343,no,no,unknown,jun,85,4,-1,0,unknown,yes
38,retail,married,primary,21,no,no,email,aug,634,2,-1,0,unknown,yes
30,management,married,tertiary,102,yes,no,email,apr,470,7,426,3,other,no
26,management,divorced,tertiary,-402,no,yes,unknown,may,127,2,-1,0,unknown,yes
61,management,married,secondary,984,no,no,email,aug,998,6,-1,0,unknown,no
54,management,divorced,tertiary,26306,yes,no,email,feb,27,1,84,3,failure,yes
40,management,married,tertiary,0,no,no,email,nov,147,1,96,8,success,no
30,management,single,tertiary,940,no,no,email,aug,131,2,-1,0,unknown,yes
27,education,single,secondary,-145,yes,no,phone,may,289,8,-1,0,unknown,yes
67,retired,married,tertiary,701,no,no,email,aug,244,2,-1,0,unknown,no
31,management,married,tertiary,430,yes,no,email,jul,137,16,-1,0,unknown,yes
33,tech,married,secondary,26,yes,no,email,apr,342,3,332,1,other,yes
28,student,single,secondary,0,yes,no,unknown,may,133,3,-1,0,unknown,yes
47,services,married,secondary,440,yes,no,unknown,jun,91,1,-1,0,unknown,yes
26,education,single,secondary,443,no,no,email,jul,84,3,-1,0,unknown,yes
36,tech,married,primary,123,yes,no,email,may,9,1,-1,0,unknown,yes
46,tech,married,unknown,9328,yes,no,email,may,725,3,-1,0,unknown,no
38,tech,married,secondary,284,yes,yes,unknown,jun,1030,6,-1,0,unknown,yes
44,management,single,tertiary,-1313,yes,yes,email,may,104,10,-1,0,unknown,yes
30,construction,single,secondary,4787,yes,no,email,nov,266,1,167,2,failure,yes
32,education,single,tertiary,-59,no,yes,unknown,jul,192,1,-1,0,unknown,yes
54,construction,married,secondary,-315,no,yes,email,jul,2029,1,-1,0,unknown,no
59,retired,married,unknown,0,no,no,unknown,may,425,6,-1,0,unknown,yes
46,management,married,tertiary,273,yes,no,email,mar,910,2,184,4,success,no
34,construction,single,secondary,943,no,no,email,aug,96,4,-1,0,unknown,yes
50,self-employed,divorced,tertiary,13,yes,no,email,apr,76,1,-1,0,unknown,no
37,management,divorced,tertiary,896,no,yes,email,aug,343,2,-1,0,unknown,yes
29,management,single,tertiary,3357,no,no,email,jul,120,3,-1,0,unknown,yes
59,retired,married,secondary,0,no,no,unknown,jun,812,1,-1,0,unknown,no
43,management,divorced,tertiary,388,yes,no,unknown,may,2087,2,-1,0,unknown,no
44,tech,married,secondary,-182,yes,yes,email,may,10,10,-1,0,unknown,yes
43,construction,married,secondary,3285,yes,no,unknown,may,1721,2,-1,0,unknown,no
40,construction,married,secondary,782,yes,no,unknown,may,224,2,-1,0,unknown,yes
32,construction,single,secondary,0,no,no,email,aug,594,4,-1,0,unknown,no
22,student,single,primary,3472,no,no,email,oct,332,1,183,3,failure,no
34,management,married,tertiary,8,no,no,email,aug,169,4,-1,0,unknown,yes
53,retired,married,secondary,665,yes,no,email,apr,371,2,-1,0,unknown,no
59,retired,single,secondary,351,yes,no,unknown,may,1063,5,-1,0,unknown,no
32,management,married,tertiary,0,no,no,email,aug,104,9,-1,0,unknown,yes
44,services,single,primary,1893,yes,no,unknown,jun,1249,6,-1,0,unknown,no
55,construction,divorced,secondary,3450,no,no,email,feb,169,1,183,1,failure,no
53,management,married,tertiary,4,no,no,unknown,jun,19,6,-1,0,unknown,yes
34,construction,married,secondary,-228,yes,no,email,apr,187,3,332,3,other,yes
46,management,divorced,tertiary,624,no,no,email,sep,336,2,183,2,success,no
35,retail,married,tertiary,1265,yes,no,email,may,326,5,179,4,failure,no
27,tech,single,secondary,3792,no,no,email,apr,279,2,-1,0,unknown,no
47,tech,divorced,primary,126,yes,no,unknown,jun,2456,2,-1,0,unknown,no
55,management,married,tertiary,171,yes,no,email,aug,73,6,-1,0,unknown,yes
29,education,single,secondary,1448,no,no,email,mar,217,1,184,7,other,yes
33,management,single,secondary,1558,yes,no,email,apr,97,1,-1,0,unknown,yes
52,entrepreneur,married,primary,592,no,no,email,jul,122,2,-1,0,unknown,yes
45,education,divorced,secondary,0,no,no,email,oct,264,1,-1,0,unknown,no
53,management,married,tertiary,12,no,no,email,aug,345,10,-1,0,unknown,yes
28,management,single,secondary,1633,no,no,email,jun,275,1,-1,0,unknown,no
61,education,married,unknown,4629,yes,no,email,jan,181,1,92,1,success,no
28,entrepreneur,married,unknown,1034,no,no,email,jan,113,1,-1,0,unknown,yes
43,entrepreneur,married,tertiary,210,no,no,email,jul,646,2,-1,0,unknown,yes
33,education,single,secondary,894,no,no,email,feb,509,2,-1,0,unknown,yes
31,management,single,tertiary,112,yes,no,email,feb,159,2,271,1,failure,yes
27,student,single,tertiary,-148,yes,no,email,sep,146,3,224,1,other,yes
41,construction,married,secondary,1066,no,no,email,feb,109,3,-1,0,unknown,no
36,tech,married,unknown,6,no,no,unknown,jun,41,7,-1,0,unknown,yes
27,construction,single,secondary,489,yes,no,email,jul,356,4,-1,0,unknown,no
55,retired,married,primary,-966,no,yes,email,may,104,1,-1,0,unknown,yes
43,construction,married,secondary,136,no,no,email,aug,363,7,-1,0,unknown,no
54,construction,married,tertiary,876,no,no,email,oct,269,3,541,3,success,no
37,construction,married,tertiary,6968,no,no,email,jun,175,1,-1,0,unknown,yes
36,services,married,secondary,1746,yes,no,email,apr,15,1,316,1,failure,yes
37,management,divorced,tertiary,0,yes,no,email,may,217,6,-1,0,unknown,yes
59,self-employed,married,tertiary,2013,no,no,email,feb,222,4,94,2,success,no
36,management,married,tertiary,925,no,no,email,dec,321,3,189,4,success,no
27,services,married,secondary,0,yes,no,email,jul,1608,13,-1,0,unknown,no
35,management,single,tertiary,5958,yes,no,email,mar,215,1,-1,0,unknown,no
39,tech,married,secondary,1367,no,no,unknown,jun,43,1,-1,0,unknown,yes
34,education,married,secondary,247,no,no,email,oct,401,2,-1,0,unknown,no
48,services,married,secondary,1355,no,no,email,jul,134,2,-1,0,unknown,yes
55,services,divorced,secondary,-404,yes,no,email,jul,502,3,-1,0,unknown,yes
79,retired,married,primary,8556,no,no,phone,jan,326,2,272,2,success,no
32,management,single,tertiary,646,yes,yes,email,apr,148,2,-1,0,unknown,yes
59,retail,married,tertiary,0,no,yes,email,jul,376,2,-1,0,unknown,yes
44,construction,married,tertiary,264,no,no,email,aug,14,3,-1,0,unknown,yes
46,tech,married,secondary,182,no,no,email,feb,56,1,-1,0,unknown,yes
58,construction,married,secondary,175,no,no,email,aug,92,4,-1,0,unknown,yes
36,management,married,tertiary,-296,yes,no,email,may,113,3,-1,0,unknown,yes
30,student,single,tertiary,7513,no,no,email,aug,269,2,-1,0,unknown,yes
41,construction,married,tertiary,13,no,no,unknown,jun,189,2,-1,0,unknown,yes
58,retail,married,primary,5278,yes,no,unknown,jun,763,4,-1,0,unknown,yes
27,student,single,tertiary,3733,yes,no,email,may,198,1,98,6,success,no
43,tech,married,secondary,2160,no,no,email,sep,261,1,98,1,success,no
28,tech,married,primary,702,yes,no,unknown,jun,318,2,-1,0,unknown,yes
39,services,divorced,secondary,687,yes,no,email,jul,869,1,-1,0,unknown,no
35,education,single,secondary,0,yes,no,email,may,1073,1,-1,0,unknown,no
47,self-employed,married,tertiary,2303,yes,no,email,may,323,2,364,1,failure,yes
32,tech,single,secondary,33,yes,no,email,may,125,1,368,4,failure,yes
28,management,single,secondary,171,no,no,email,mar,93,1,-1,0,unknown,no
53,tech,married,primary,306,no,no,email,jul,388,3,181,1,success,no
57,retail,married,tertiary,3,no,no,email,aug,142,2,-1,0,unknown,yes
37,construction,married,secondary,480,no,no,email,oct,344,2,182,8,other,no
43,education,married,secondary,132,no,no,email,aug,574,1,84,3,success,no
42,tech,married,secondary,130,yes,no,unknown,may,285,1,-1,0,unknown,yes
50,tech,divorced,primary,1545,yes,no,email,nov,25,1,-1,0,unknown,yes
49,management,single,tertiary,141,yes,no,email,jul,97,3,-1,0,unknown,no
30,tech,single,secondary,239,yes,no,unknown,may,412,1,-1,0,unknown,no
30,construction,single,secondary,-522,yes,yes,email,may,670,2,286,6,failure,no
27,services,single,secondary,261,yes,yes,email,may,113,1,-1,0,unknown,yes
67,retired,married,primary,2301,no,no,email,apr,124,1,-1,0,unknown,yes
46,education,married,secondary,368,no,no,email,aug,293,1,90,4,other,no
34,self-employed,married,secondary,-370,yes,no,unknown,may,748,1,-1,0,unknown,yes
47,tech,married,secondary,480,yes,no,unknown,may,211,2,-1,0,unknown,yes
38,tech,married,secondary,361,yes,no,unknown,jun,601,1,-1,0,unknown,yes
34,construction,single,secondary,105,yes,no,email,may,146,2,171,3,failure,yes
57,retired,married,secondary,1044,no,no,phone,jan,585,1,192,2,success,no
31,education,single,secondary,747,yes,no,unknown,may,543,2,-1,0,unknown,no
53,education,single,secondary,2398,yes,no,email,aug,317,1,180,2,failure,no
53,services,divorced,secondary,0,no,no,email,mar,80,2,-1,0,unknown,no
29,management,divorced,tertiary,415,yes,yes,unknown,may,449,4,-1,0,unknown,yes
38,services,married,secondary,-762,yes,yes,unknown,may,408,2,-1,0,unknown,yes
38,construction,married,tertiary,1161,yes,no,unknown,may,665,1,-1,0,unknown,yes
37,education,single,secondary,-296,yes,no,email,apr,81,1,-1,0,unknown,yes
32,management,single,tertiary,311,no,no,unknown,may,747,2,-1,0,unknown,no
45,management,single,tertiary,2048,yes,no,email,oct,310,1,804,1,failure,no
81,retired,married,secondary,1,no,no,email,aug,65,5,-1,0,unknown,yes
38,services,single,secondary,2253,yes,no,email,may,937,3,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,1790,no,yes,email,feb,748,3,-1,0,unknown,yes
74,retired,divorced,secondary,4079,no,no,email,oct,343,3,-1,0,unknown,no
45,entrepreneur,married,secondary,128,no,yes,email,nov,275,2,-1,0,unknown,yes
50,tech,married,primary,4108,yes,no,email,aug,526,2,-1,0,unknown,no
54,unknown,married,unknown,895,no,no,email,oct,335,1,-1,0,unknown,no
34,construction,divorced,tertiary,674,yes,no,email,aug,487,2,-1,0,unknown,no
59,tech,married,unknown,139,no,no,unknown,jun,153,1,-1,0,unknown,yes
50,services,married,secondary,254,yes,no,email,apr,397,2,337,1,failure,yes
41,management,married,tertiary,176,yes,yes,unknown,may,42,1,-1,0,unknown,yes
48,education,married,secondary,191,yes,no,email,feb,238,3,-1,0,unknown,yes
47,management,single,tertiary,4402,no,no,phone,dec,805,1,190,1,other,no
33,management,divorced,secondary,106,no,no,email,aug,175,3,-1,0,unknown,yes
33,construction,single,tertiary,123,no,no,email,aug,264,1,-1,0,unknown,yes
36,construction,married,tertiary,837,no,no,email,aug,68,6,-1,0,unknown,yes
46,construction,married,secondary,57,no,no,unknown,may,796,1,-1,0,unknown,no
77,retired,married,tertiary,0,no,no,email,oct,847,1,60,1,success,no
44,construction,single,secondary,1679,no,no,phone,oct,718,1,-1,0,unknown,no
60,construction,single,primary,11262,no,no,email,aug,323,1,-1,0,unknown,no
28,tech,married,secondary,373,yes,no,email,may,10,9,344,1,failure,yes
41,management,married,secondary,0,no,yes,email,jul,630,3,-1,0,unknown,yes
46,self-employed,married,tertiary,137,yes,yes,unknown,may,246,1,-1,0,unknown,yes
50,services,married,secondary,961,no,yes,email,aug,757,4,-1,0,unknown,yes
33,management,married,tertiary,1412,yes,no,unknown,aug,480,1,-1,0,unknown,no
32,services,single,secondary,152,yes,no,email,may,158,2,-1,0,unknown,no
53,education,married,secondary,1796,no,no,phone,mar,295,1,91,2,success,no
36,management,married,tertiary,495,no,no,email,aug,157,3,97,2,success,no
33,construction,single,secondary,2085,no,no,email,feb,501,2,-1,0,unknown,no
31,tech,married,secondary,1545,yes,yes,email,may,207,1,-1,0,unknown,yes
47,construction,married,secondary,1233,yes,no,unknown,sep,91,1,100,2,other,no
34,education,single,tertiary,18,yes,yes,email,apr,359,1,-1,0,unknown,no
50,services,married,secondary,26394,no,no,email,aug,206,4,-1,0,unknown,yes
33,management,married,secondary,3132,yes,no,unknown,may,350,5,-1,0,unknown,yes
44,management,married,tertiary,1058,no,no,email,mar,188,3,-1,0,unknown,no
52,construction,single,tertiary,1308,yes,no,unknown,may,361,1,-1,0,unknown,yes
37,management,married,tertiary,5106,no,no,email,apr,244,1,-1,0,unknown,no
57,management,married,tertiary,1602,no,no,email,jul,339,3,-1,0,unknown,yes
41,management,divorced,tertiary,369,yes,no,phone,aug,9,3,-1,0,unknown,yes
53,services,divorced,secondary,765,yes,no,email,may,959,3,174,7,other,no
30,self-employed,single,tertiary,901,yes,yes,unknown,may,601,1,-1,0,unknown,yes
38,unemployed,married,primary,-363,no,no,unknown,jun,340,2,-1,0,unknown,yes
35,tech,divorced,primary,1792,yes,no,email,jul,630,6,-1,0,unknown,no
38,unknown,single,tertiary,0,no,no,email,sep,260,3,95,3,success,no
46,education,married,secondary,556,yes,yes,unknown,may,646,3,-1,0,unknown,no
41,construction,single,tertiary,1646,yes,no,email,feb,261,1,184,6,success,no
51,entrepreneur,divorced,tertiary,4,yes,yes,email,apr,74,5,-1,0,unknown,yes
29,management,married,tertiary,199,yes,yes,unknown,may,1689,4,-1,0,unknown,no
46,management,single,tertiary,334,yes,no,phone,may,36,6,90,2,other,yes
54,retail,divorced,secondary,1327,no,no,unknown,jun,115,2,-1,0,unknown,yes
33,tech,married,secondary,687,yes,no,email,may,72,2,370,1,failure,yes
55,retail,divorced,primary,976,no,no,email,jun,345,1,94,3,other,no
52,education,married,secondary,0,no,no,email,apr,91,2,275,1,failure,yes
43,management,married,tertiary,1429,yes,no,email,nov,1015,1,198,2,other,no
33,tech,single,secondary,3975,yes,yes,email,apr,515,1,150,1,other,yes
51,tech,married,primary,1466,yes,no,unknown,may,406,2,-1,0,unknown,yes
45,management,married,tertiary,242,no,no,email,apr,587,1,-1,0,unknown,no
51,construction,married,secondary,117,no,no,email,aug,467,2,88,4,other,no
37,management,married,primary,3943,yes,no,email,apr,610,2,138,1,failure,yes
32,construction,married,secondary,167,yes,yes,email,aug,79,3,-1,0,unknown,yes
36,management,single,tertiary,3875,yes,no,unknown,may,21,5,-1,0,unknown,yes
49,services,married,secondary,400,no,no,email,aug,151,3,-1,0,unknown,yes
32,management,single,tertiary,12607,no,no,email,aug,203,5,84,1,failure,yes
42,construction,married,secondary,4945,yes,no,email,mar,311,2,-1,0,unknown,no
22,student,single,secondary,2488,no,no,email,nov,449,2,38,10,other,no
36,construction,married,secondary,480,no,no,email,oct,213,1,-1,0,unknown,no
53,management,married,tertiary,15,no,no,email,aug,921,2,-1,0,unknown,no
53,entrepreneur,married,primary,27,yes,no,phone,sep,230,3,-1,0,unknown,no
45,tech,single,primary,999,no,no,email,jan,182,2,-1,0,unknown,yes
35,construction,single,tertiary,2658,yes,no,email,aug,768,2,141,3,failure,no
54,services,married,secondary,812,no,no,email,jul,113,6,-1,0,unknown,yes
46,tech,married,secondary,137,no,no,unknown,jun,252,3,-1,0,unknown,yes
38,tech,married,secondary,1663,yes,no,email,apr,217,3,327,1,failure,yes
53,management,divorced,secondary,112,no,yes,email,aug,246,3,-1,0,unknown,yes
46,education,married,secondary,22,no,no,email,aug,388,6,-1,0,unknown,no
34,management,single,tertiary,84,no,no,email,feb,231,1,-1,0,unknown,yes
53,unknown,married,primary,732,no,no,email,oct,759,2,-1,0,unknown,no
43,services,single,secondary,3403,yes,no,email,nov,707,2,97,2,success,no
41,management,married,tertiary,72,yes,no,unknown,may,764,3,-1,0,unknown,yes
27,tech,single,secondary,3792,no,no,email,apr,279,2,-1,0,unknown,no
31,tech,married,secondary,191,yes,no,unknown,jun,40,1,-1,0,unknown,yes
60,retired,married,secondary,4820,no,no,unknown,jun,419,1,-1,0,unknown,yes
43,entrepreneur,married,secondary,104,yes,no,email,jul,634,3,-1,0,unknown,no
36,construction,single,secondary,1855,yes,no,email,feb,75,1,273,1,failure,yes
30,tech,single,secondary,75,yes,no,unknown,may,123,1,-1,0,unknown,yes
49,services,married,secondary,320,no,no,phone,feb,1971,4,-1,0,unknown,no
43,entrepreneur,married,tertiary,13342,yes,no,email,nov,465,1,-1,0,unknown,yes
42,retired,single,tertiary,308,no,no,email,jan,114,2,-1,0,unknown,yes
37,management,married,tertiary,393,yes,no,email,may,567,3,275,4,failure,no
42,education,married,secondary,4209,yes,no,unknown,jun,57,6,-1,0,unknown,yes
41,entrepreneur,married,unknown,89,yes,no,unknown,may,333,2,-1,0,unknown,yes
27,services,single,secondary,0,yes,no,unknown,may,388,7,-1,0,unknown,yes
34,construction,single,tertiary,925,yes,no,email,apr,709,1,-1,0,unknown,no
47,management,single,tertiary,4402,no,no,phone,dec,804,1,190,1,other,no
41,construction,married,secondary,2125,yes,yes,email,nov,285,3,116,4,failure,yes
37,management,married,tertiary,1315,no,no,email,jun,224,1,-1,0,unknown,no
51,tech,divorced,unknown,10287,yes,no,unknown,may,117,1,-1,0,unknown,yes
32,tech,single,secondary,135,yes,no,email,may,232,2,-1,0,unknown,yes
32,management,married,tertiary,2431,yes,no,email,may,646,5,-1,0,unknown,no
39,construction,married,secondary,3663,no,no,email,aug,230,3,-1,0,unknown,yes
34,management,married,tertiary,1557,yes,yes,unknown,may,213,1,-1,0,unknown,yes
30,services,single,secondary,0,yes,no,email,may,131,6,363,9,failure,yes
27,education,married,secondary,-247,yes,yes,unknown,jun,344,2,-1,0,unknown,yes
38,construction,married,secondary,226,yes,no,unknown,may,762,3,-1,0,unknown,no
35,construction,divorced,secondary,69,yes,no,unknown,may,461,3,-1,0,unknown,yes
33,tech,single,secondary,697,no,no,email,feb,860,2,-1,0,unknown,no
35,construction,married,secondary,4508,yes,no,email,nov,854,1,-1,0,unknown,no
59,unknown,married,unknown,3940,no,no,unknown,jun,48,2,-1,0,unknown,yes
58,construction,divorced,secondary,-123,no,no,email,aug,131,2,-1,0,unknown,yes
34,construction,married,secondary,-346,no,no,email,aug,136,4,-1,0,unknown,yes
25,education,single,tertiary,760,yes,no,email,may,223,3,89,2,failure,no
38,construction,single,tertiary,25,yes,no,email,jun,232,2,-1,0,unknown,no
49,construction,married,tertiary,523,yes,no,email,mar,152,2,-1,0,unknown,no
58,retired,single,primary,6570,no,no,email,jul,106,3,-1,0,unknown,yes
44,construction,divorced,secondary,0,no,no,email,jul,264,5,-1,0,unknown,yes
32,management,divorced,tertiary,874,no,no,email,aug,1282,6,-1,0,unknown,no
35,management,married,tertiary,949,yes,no,unknown,may,245,2,-1,0,unknown,yes
61,education,married,secondary,4608,no,no,email,mar,212,1,-1,0,unknown,no
56,management,married,unknown,353,no,yes,email,jul,171,2,-1,0,unknown,yes
69,retired,single,tertiary,2144,no,no,email,jul,417,1,184,4,success,no
59,tech,married,primary,748,no,no,unknown,may,184,1,-1,0,unknown,yes
57,management,married,tertiary,0,yes,no,email,nov,67,1,-1,0,unknown,yes
25,construction,single,secondary,-80,yes,yes,unknown,jun,89,1,-1,0,unknown,yes
30,tech,married,secondary,501,yes,yes,unknown,may,514,1,-1,0,unknown,yes
34,management,married,tertiary,3050,yes,no,email,may,469,1,-1,0,unknown,no
23,student,single,secondary,8494,no,no,email,aug,148,2,-1,0,unknown,yes
61,management,married,secondary,985,no,no,email,aug,998,6,-1,0,unknown,no
56,management,single,secondary,237,yes,no,phone,jul,236,4,-1,0,unknown,yes
32,management,divorced,tertiary,883,yes,no,email,dec,798,1,185,5,other,no
36,tech,married,primary,1177,no,no,email,apr,330,1,311,4,success,no
